번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
1335,(주)경남통계리서치,6*********,2025-02-04,73.59,B+,N,회원
1334,오투 주식회사,5*********,2025-02-04,30.84,D,N,회원
1333,다올에프앤비(주),3*********,2025-02-04,60.37,C0,N,회원
1332,에스씨바이오,7*********,2025-02-04,75.13,A-,N,회원
1331,(주)유진엔텍,2*********,2025-02-04,61.32,C0,N,회원
1330,(주)조영산업,3*********,2025-02-04,50.01,D,N,회원
1329,(주)우리마루,6*********,2025-02-04,56.07,C-,N,회원
1328,(주)현대콘트롤전기,4*********,2025-02-04,46.09,D,N,회원
1327,퐁홀딩스,7*********,2025-02-04,72.28,B+,N,회원
1326,앤어스,4*********,2025-02-04,73.18,B+,N,회원
1325,베스트코어,7*********,2025-02-04,48.61,D,N,회원
1324,(주)현대콘트롤전기,4*********,2025-02-04,47.09,D,N,회원
1323,(주)에코루미,6*********,2025-02-04,55.14,C-,N,회원
1322,다누비(주),8*********,2025-02-04,62,C+,N,회원
1321,주식회사 민아트,1*********,2025-02-04,49.14,D,Y,회원
1320,(주)파라스타엔터테인먼트,6*********,2025-02-04,51.38,D,N,회원
1319,농업회사법인(주)태반의땅제주,6*********,2025-02-04,63.13,C+,Y,회원
1318,그린잇랩,3*********,2025-02-04,57.73,C-,N,회원
1317,미진공압산기(주),5*********,2025-02-04,75.51,A-,N,회원
1316,주식회사오케이지아이산업,1*********,2025-02-04,52.02,D,N,회원
1315,제이제이에스비(JJSB),3*********,2025-02-04,50.91,D,N,회원
1314,KEYMANTECHNOLOGY(키맨테크놀러지),3*********,2025-02-04,69.54,B0,N,회원
1313,케이에이치강현산업,2*********,2025-02-04,66.23,B-,Y,회원
1312,농업회사법인(주)하비랑,7*********,2025-02-04,69.58,B0,N,회원
1311,글로벌비전,2*********,2025-02-04,55.88,C-,N,회원
1310,커피대구협동조합,3*********,2025-02-04,73.97,B+,Y,회원
1309,(주)스마투스코리아,2*********,2025-02-04,84.51,A+,N,회원
1308,비노클래식,3*********,2025-02-04,64.86,C+,N,회원
1307,(자)연합공사,3*********,2025-02-04,65.71,B-,N,회원
1306,(주)앵커웨이,2*********,2025-02-04,60.01,C0,N,회원
1305,서울다이나믹스(주),5*********,2025-02-04,81.9,A0,N,회원
1304,케이엠씨피(주),6*********,2025-02-04,76.06,A-,N,회원
1303,(주)해초미인,7*********,2025-02-04,73.6,B+,Y,회원
1302,진성코리아,5*********,2025-02-04,49.71,D,N,회원
1301,키엔코(주),1*********,2025-02-04,61.43,C0,N,회원
1300,에코월드,1*********,2025-02-04,62.44,C+,N,회원
1299,(주)자디트,1*********,2025-02-04,55.85,C-,N,회원
1298,(주)유유헬스케어,2*********,2025-02-04,57.47,C-,N,회원
1297,기쁨과행복(주),1*********,2025-02-04,67.71,B-,N,회원
1296,더 싱크,8*********,2025-02-04,50.29,D,Y,회원
1295,유메인(주),3*********,2025-02-04,62.8,C+,N,회원
1294,한국전통금박 글리프,7*********,2025-02-04,90.1,A+,N,회원
1293,(주)영창기업,6*********,2025-02-04,53.78,D,Y,회원
1292,아화제면（경주아화전통국수）,5*********,2025-02-04,87.34,A+,N,회원
1291,나우인더스,3*********,2025-02-04,53.57,D,N,회원
1290,화신UPM,8*********,2025-02-04,71.71,B0,N,회원
1289,(주)산들코퍼레이션,1*********,2025-02-04,74.34,B+,N,회원
1288,피프스센스(FifthSense),2*********,2025-02-04,58.87,C0,Y,회원
1287,월드,2*********,2025-02-03,63.07,C+,Y,회원
1286,송학,6*********,2025-02-03,80.2,A0,N,회원
1285,(주)유니케이,2*********,2025-02-03,55.16,C-,Y,회원
1284,(주)포비,1*********,2025-02-03,57.48,C-,Y,회원
1283,주식회사 펫바이탈랩,2*********,2025-02-03,78.95,A0,N,회원
1282,(주)비듀엔터프라이즈,1*********,2025-02-03,73.68,B+,Y,회원
1281,(주)농업회사법인보생,3*********,2025-02-03,59.59,C0,N,회원
1280,(주)비듀엔터프라이즈,1*********,2025-02-03,66.51,B-,N,회원
1279,(주)아이나리,7*********,2025-02-03,51.51,D,Y,회원
1278,빅시드,5*********,2025-02-03,73.08,B+,N,회원
1277,신우산업(주),1*********,2025-02-03,43.37,D,Y,회원
1276,(주)비티에스,5*********,2025-02-03,58.55,C0,N,회원
1275,오렌지렌탈,7*********,2025-02-03,48.79,D,N,회원
1274,빅오션인터내셔널(주),2*********,2025-02-03,63.55,C+,Y,회원
