번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
3478,(주)닥터리비엠씨,5*********,2025-03-25,58.06,C0,N,회원
3477,어나더,5*********,2025-03-25,62.07,C+,N,회원
3476,태영,5*********,2025-03-25,44.19,D,Y,회원
3475,(주)디디엠,4*********,2025-03-25,59.08,C0,Y,회원
3474,(주)코라오,6*********,2025-03-25,77.12,A-,N,회원
3473,(주)신진식품,6*********,2025-03-25,50.33,D,N,회원
3472,주은인터내셔널코리아,2*********,2025-03-25,73.6,B+,Y,회원
3471,(주)큐네스글로벌,4*********,2025-03-25,36.37,D,N,회원
3470,(주)더케이팝타워,7*********,2025-03-25,44.34,D,N,회원
3469,사샤메이드,7*********,2025-03-25,43.11,D,N,회원
3468,(주)두손푸드칠보지점,3*********,2025-03-25,65.76,B-,Y,회원
3467,(주)리리엘,4*********,2025-03-25,58.97,C0,Y,회원
3466,주식회사 홍바이오텍,6*********,2025-03-25,85.86,A+,N,회원
3465,(주)한신제화,1*********,2025-03-25,68.44,B0,N,회원
3464,이노복스,2*********,2025-03-25,65.21,B-,N,회원
3463,(주)더제이알,7*********,2025-03-25,83.75,A+,N,회원
3462,에프엔에이치 주식회사,2*********,2025-03-25,52.31,D,Y,회원
3461,주식회사 더 엠와이컴퍼니,8*********,2025-03-25,69.05,B0,N,회원
3460,주식회사 에프엔에스텍,2*********,2025-03-25,65.22,B-,N,회원
3459,주식회사엔씨리테일,2*********,2025-03-25,69.87,B0,Y,회원
3458,프라임마리엘코리아,6*********,2025-03-25,50.32,D,N,회원
3457,(주)지에스아이 (GSI),4*********,2025-03-25,59.76,C0,N,회원
3456,(주)힐링사운드,5*********,2025-03-25,83.78,A+,N,회원
3455,뽕나무한그루(주),1*********,2025-03-25,47.89,D,N,회원
3454,(주)한신제화,1*********,2025-03-25,59.6,C0,N,회원
3453,(주)편리한형제,5*********,2025-03-25,70.48,B0,N,회원
3452,베로센조,1*********,2025-03-25,45.39,D,N,회원
3451,(주)협력,6*********,2025-03-25,47.47,D,N,회원
3450,한삼장홍삼(주),1*********,2025-03-25,58.74,C0,Y,회원
3449,천년도가,4*********,2025-03-25,61.86,C0,Y,회원
3448,한양제너럴푸드,1*********,2025-03-25,76.73,A-,N,회원
3447,추부토룡이농업회사법인주식회사,8*********,2025-03-25,57.68,C-,N,회원
3446,(주)피에스포유,3*********,2025-03-25,55.49,C-,N,회원
3445,(주)리아드코퍼레이션,3*********,2025-03-25,59.3,C0,N,회원
3444,(주)피에스포유,3*********,2025-03-25,48.27,D,Y,회원
3443,주식회사 더맨디,1*********,2025-03-25,63.38,C+,Y,회원
3442,주식회사 발로렌,1*********,2025-03-25,72.88,B+,N,회원
3441,메타,2*********,2025-03-25,82.78,A+,Y,회원
3440,(주)레토,8*********,2025-03-25,73.76,B+,N,회원
3439,(주)학교닷컴,1*********,2025-03-25,53.19,D,Y,회원
3438,에이티지,7*********,2025-03-25,48.65,D,Y,회원
3437,더주컴퍼니(주),6*********,2025-03-25,79.79,A0,N,회원
3436,산촌마을농업회사법인(유),2*********,2025-03-25,59.07,C0,Y,회원
3435,인더라스(주),6*********,2025-03-25,66.87,B-,N,회원
3434,(주)로드케어,5*********,2025-03-25,59.25,C0,N,회원
3433,단비농원,4*********,2025-03-25,61.32,C0,N,회원
3432,(주)닥터헬퍼,5*********,2025-03-25,48.57,D,N,회원
3431,(주)아이비전,1*********,2025-03-25,61.45,C0,N,회원
3430,주식회사 위너네틱스,1*********,2025-03-25,45.68,D,Y,회원
3429,(주)드림에어,1*********,2025-03-25,86.14,A+,N,회원
3428,(주)비에스에프코리아,4*********,2025-03-25,61.02,C0,Y,회원
3427,오성시스템(주),1*********,2025-03-25,73.96,B+,N,회원
3426,로이레트니,1*********,2025-03-25,65.43,B-,N,회원
3425,(주)와트,5*********,2025-03-25,47.55,D,Y,회원
3424,(주)에이비알,8*********,2025-03-25,60.64,C0,Y,회원
3423,(주)파티오,2*********,2025-03-25,66.19,B-,Y,회원
3422,주식회사 이엔비솔루션,2*********,2025-03-25,46.19,D,N,회원
3421,(주)우남기공,4*********,2025-03-25,43.35,D,Y,회원
3420,농업회사법인(주)젠틀파머스,2*********,2025-03-25,65.83,B-,N,회원
3419,메종드비,3*********,2025-03-25,43.85,D,Y,회원
3418,(주)케이빈즈,6*********,2025-03-24,53.79,D,Y,회원
3417,(주)루루안,4*********,2025-03-24,79.41,A0,Y,회원
3416,(주)위드포유,6*********,2025-03-24,56.47,C-,N,회원
3415,글로벌에너지개발(주),2*********,2025-03-24,56.55,C-,Y,회원
3414,마밀랜드 산골식품,2*********,2025-03-24,56.7,C-,N,회원
3413,주식회사 아르고노트,1*********,2025-03-24,66.59,B-,Y,회원
3412,(주)델리코,1*********,2025-03-24,64.43,C+,N,회원
3411,(주)펫펄스랩,6*********,2025-03-24,84.62,A+,Y,회원
3410,(주)바른자세연구소,2*********,2025-03-24,64.85,C+,Y,회원
3409,JSTT,2*********,2025-03-24,59.63,C0,N,회원
3408,(주)라임,5*********,2025-03-24,34,D,N,회원
3407,(주)한백글로벌,6*********,2025-03-24,57.01,C-,Y,회원
3406,(주)휴빌론,2*********,2025-03-24,60.43,C0,Y,회원
3405,(주)온코랩,3*********,2025-03-24,69.58,B0,N,회원
3404,(주)엠디푸드시스템,5*********,2025-03-24,55.37,C-,N,회원
3403,디에스코리아(주),8*********,2025-03-24,51.74,D,Y,회원
3402,번영사,1*********,2025-03-24,67.2,B-,N,회원
3401,(유)뮤지크크리에이티브레이블,6*********,2025-03-24,65.26,B-,Y,회원
3400,(주)케어클,5*********,2025-03-24,68.2,B0,Y,회원
3399,더불스,8*********,2025-03-24,56.15,C-,Y,회원
3398,베어앤블리스 주식회사,4*********,2025-03-24,94.43,A+,N,회원
3397,베어앤블리스 주식회사,4*********,2025-03-24,74.35,B+,Y,회원
3396,주식회사 퓨어쉘,4*********,2025-03-24,82.68,A+,N,회원
3395,더발론코리아,2*********,2025-03-24,82.37,A+,Y,회원
3394,한국건강식품연구소,2*********,2025-03-24,59.36,C0,N,회원
3393,(주)푸드커넥트,4*********,2025-03-24,48.44,D,N,회원
3392,어니컴(주),1*********,2025-03-24,75.99,A-,N,회원
3391,베어앤블리스 주식회사,4*********,2025-03-24,0,,,회원
3390,뮤지쿠스,2*********,2025-03-24,75.2,A-,N,회원
3389,(주)대구불로탁주,5*********,2025-03-24,70.27,B0,Y,회원
3388,광림푸드시스템,2*********,2025-03-24,64.09,C+,Y,회원
3387,주식회사 자이온(ZION),6*********,2025-03-24,68.9,B0,Y,회원
3386,(주)메디머스,2*********,2025-03-24,60.73,C0,N,회원
3385,(주)정호테크,1*********,2025-03-24,51.27,D,N,회원
3384,지루샵,1*********,2025-03-24,64.1,C+,N,회원
3383,(주)서림금속,2*********,2025-03-24,64.15,C+,N,회원
3382,와이엔알 트레이드,1*********,2025-03-24,80.53,A0,N,회원
3381,하이드로젠버터플라이(주),6*********,2025-03-24,54.62,D,Y,회원
3380,(주)우리면,3*********,2025-03-24,57.44,C-,N,회원
3379,유한회사 미랑,4*********,2025-03-24,57.22,C-,N,회원
3378,진도아라전복,2*********,2025-03-24,53.48,D,N,회원
3377,플랜잇코리아(주),6*********,2025-03-24,67.77,B-,N,회원
3376,(주)티제이에프앤비,3*********,2025-03-24,56.97,C-,Y,회원
3375,선운산쌀과방,4*********,2025-03-24,44.91,D,N,회원
3374,하승 글로벌,8*********,2025-03-24,44.9,D,Y,회원
3373,다이식품(주),1*********,2025-03-24,63.87,C+,N,회원
3372,강원애초,8*********,2025-03-23,51.07,D,N,회원
3371,영농조합법인홍천명품한과,2*********,2025-03-23,62.57,C+,N,회원
3370,에이치티제이,1*********,2025-03-23,47.33,D,N,회원
3369,인텍시스템,2*********,2025-03-23,45.5,D,N,회원
3368,(주)에이아이엘,5*********,2025-03-23,58.86,C0,N,회원
3367,고인돌(주),2*********,2025-03-22,56.26,C-,N,회원
3366,(주)더블유엔엘,1*********,2025-03-22,55.4,C-,N,회원
3365,성근자원,3*********,2025-03-21,23.02,D,N,회원
3364,(주)콤비메드,1*********,2025-03-21,55.15,C-,N,회원
3363,(주)스킨볼릭,4*********,2025-03-21,67.26,B-,Y,회원
3362,성덕(주),4*********,2025-03-21,55.63,C-,N,회원
3361,드르니국수,8*********,2025-03-21,51.35,D,Y,회원
3360,이마이테크놀로지코리아 주식회사,7*********,2025-03-21,58.8,C0,Y,회원
3359,하늘에프엔피,8*********,2025-03-21,64.83,C+,N,회원
3358,(주)타고플러스,1*********,2025-03-21,65.18,B-,Y,회원
3357,(주)서브테크,6*********,2025-03-21,61.24,C0,N,회원
3356,프롬벳,5*********,2025-03-21,45.84,D,N,회원
3355,(주)인터테크,2*********,2025-03-21,60.87,C0,N,회원
3354,(주)예농하우스,2*********,2025-03-21,71.41,B0,Y,회원
3353,(주)앙티브,8*********,2025-03-21,72.79,B+,N,회원
3352,(주)기가테크코퍼레이션,8*********,2025-03-21,56.16,C-,N,회원
3351,에스피에어로,7*********,2025-03-21,47.35,D,N,회원
3350,(주)와플,1*********,2025-03-21,60.41,C0,Y,회원
3349,"서울금방,한국금시장거래소",8*********,2025-03-21,61.22,C0,N,회원
3348,(주)한양패키지,6*********,2025-03-21,50.9,D,Y,회원
3347,(주)터보테크놀로지,3*********,2025-03-21,60.89,C0,N,회원
3346,엘레겐트,6*********,2025-03-21,57.83,C-,N,회원
3345,(주)와이엠아이엔티엘,2*********,2025-03-21,59.75,C0,Y,회원
3344,브리드,2*********,2025-03-21,55.74,C-,N,회원
3343,토브 라피스 니제르,5*********,2025-03-21,57.66,C-,N,회원
3342,(주)지에이인터내셔날,1*********,2025-03-21,51.25,D,N,회원
3341,에덴복지재단 형원,1*********,2025-03-21,59.89,C0,N,회원
3340,(주)케이알엔지니어링,1*********,2025-03-21,71.17,B0,Y,회원
3339,뷰티랜드코리아(주),4*********,2025-03-21,61.57,C0,N,회원
3338,(주)리퓨터,4*********,2025-03-21,59.96,C0,N,회원
3337,젯트바이오,8*********,2025-03-21,58.71,C0,Y,회원
3336,(주)써지바이오,1*********,2025-03-21,62.79,C+,Y,회원
3335,주시회사 연지코리아,8*********,2025-03-21,63.99,C+,Y,회원
3334,농업회사법인임실고추앤농산물가공판매(주),4*********,2025-03-21,50.7,D,N,회원
3333,(주)범진아이앤씨,1*********,2025-03-21,52.25,D,N,회원
3332,(주)범진아이앤씨,1*********,2025-03-21,46.19,D,N,회원
3331,아띠,2*********,2025-03-21,66.91,B-,Y,회원
3330,운림농원,6*********,2025-03-20,67.25,B-,N,회원
3329,(주)에코테라,7*********,2025-03-20,44.81,D,N,회원
3328,패러밀로럴,6*********,2025-03-20,45.78,D,Y,회원
3327,주식회사 나함,1*********,2025-03-20,70.26,B0,Y,회원
3326,빌리디자인컴퍼니,7*********,2025-03-20,57.65,C-,N,회원
3325,모든 요일의 방,7*********,2025-03-20,61.58,C0,N,회원
3324,에코웨이브,1*********,2025-03-20,64.64,C+,N,회원
3323,(주)식판천사,3*********,2025-03-20,51.97,D,Y,회원
3322,방앗간녀석들,6*********,2025-03-20,53.65,D,Y,회원
3321,주식회사 디저트키친,5*********,2025-03-20,79.37,A0,N,회원
3320,플로우즈,2*********,2025-03-20,53.6,D,N,회원
3319,제주아이스크림(주),8*********,2025-03-20,52.4,D,Y,회원
3318,(주)별미식품도너츠윤,2*********,2025-03-20,82.55,A+,N,회원
3317,(주)토즈,8*********,2025-03-20,60.12,C0,N,회원
3316,(주)위드피씨,8*********,2025-03-20,60.72,C0,Y,회원
3315,아라 글로벌 N 어소시에이션,5*********,2025-03-20,71.24,B0,Y,회원
3314,(주)이에스지케이,3*********,2025-03-20,58.81,C0,Y,회원
3313,바탐,1*********,2025-03-20,78.24,A0,Y,회원
3312,(주)두레,8*********,2025-03-20,41.14,D,N,회원
3311,건강The드림,3*********,2025-03-20,54.52,D,N,회원
3310,(주)시엔에스,3*********,2025-03-20,58.28,C0,N,회원
3309,씨셀(주),6*********,2025-03-20,55.32,C-,N,회원
3308,협동조합매일매일즐거워,2*********,2025-03-20,66.6,B-,N,회원
3307,나노전자,1*********,2025-03-20,56.36,C-,Y,회원
3306,주식회사 테렌즈,3*********,2025-03-20,83.06,A+,N,회원
3305,(주)그로비교육,4*********,2025-03-20,60.89,C0,N,회원
3304,성원클린시스템,6*********,2025-03-20,44.26,D,N,회원
3303,리발란스,4*********,2025-03-20,52.06,D,N,회원
3302,태양중기매매상사,1*********,2025-03-20,57.37,C-,Y,회원
3301,주식회사마르니스,4*********,2025-03-20,67.45,B-,Y,회원
3300,(주)케이펫코,5*********,2025-03-20,78.15,A0,N,회원
3299,(주)산들바람식품,8*********,2025-03-20,66.31,B-,N,회원
3298,금영수산,6*********,2025-03-20,59.36,C0,N,회원
3297,구경미갤러리(주),5*********,2025-03-20,70.59,B0,Y,회원
3296,본(bon)식품,1*********,2025-03-20,57.13,C-,N,회원
3295,달당,5*********,2025-03-20,68.58,B0,N,회원
3294,금강보청기 해운대센터,6*********,2025-03-20,51.53,D,N,회원
3293,세룡공조(주),5*********,2025-03-20,48.96,D,Y,회원
3292,(주)서안프로텍,7*********,2025-03-20,54.27,D,N,회원
3291,(유)초아엔지니어링,4*********,2025-03-20,53.58,D,Y,회원
3290,스킨365,7*********,2025-03-19,51.55,D,N,회원
3289,주식회사 뱅가드트루아옴므,2*********,2025-03-19,50.16,D,N,회원
3288,주식회사 제임스앤코,4*********,2025-03-19,63.3,C+,Y,회원
3287,(주)팩토리위더스,7*********,2025-03-19,67.21,B-,N,회원
3286,레드크리스탈,6*********,2025-03-19,39.6,D,N,회원
3285,(주)합동메탈,1*********,2025-03-19,64.28,C+,N,회원
3284,강화섬김치,1*********,2025-03-19,54.19,D,Y,회원
3283,(주)네모난오렌지,4*********,2025-03-19,67.49,B-,N,회원
3282,산에,5*********,2025-03-19,49.77,D,N,회원
3281,주식회사 유니쉐프,4*********,2025-03-19,48.04,D,N,회원
3280,(주)한창,8*********,2025-03-19,53.79,D,N,회원
3279,바이연,6*********,2025-03-19,48.55,D,N,회원
3278,(주)파머스그레인,4*********,2025-03-19,84.45,A+,N,회원
3277,마벨로타,5*********,2025-03-19,51.94,D,N,회원
3276,엘리시아,1*********,2025-03-19,53.44,D,Y,회원
3275,(주)한입,8*********,2025-03-19,56.21,C-,N,회원
3274,(주)트루필,3*********,2025-03-19,70.63,B0,Y,회원
3273,(주)페타엑스,4*********,2025-03-19,54.44,D,N,회원
3272,(주)에스유엔,1*********,2025-03-19,42.63,D,N,회원
3271,비오길프,1*********,2025-03-19,64.3,C+,N,회원
3270,(주)트리샤,1*********,2025-03-19,60,C0,N,회원
3269,예현방가,6*********,2025-03-19,54.74,D,N,회원
3268,주식회사 오이바이오,5*********,2025-03-19,81.07,A0,N,회원
3267,블루택(컴다운),1*********,2025-03-19,52.94,D,N,회원
3266,(주)대성기업,1*********,2025-03-19,71.51,B0,Y,회원
3265,동진기전,6*********,2025-03-19,40.75,D,N,회원
3264,베터핸드,4*********,2025-03-19,55.8,C-,N,회원
3263,(주)에코테크윈,2*********,2025-03-19,66.48,B-,N,회원
3262,(주)신보,1*********,2025-03-19,63.44,C+,N,회원
3261,(주)엠플랩,6*********,2025-03-19,63.19,C+,N,회원
3260,(주)뉴워트,3*********,2025-03-19,50.42,D,N,회원
3259,파트너스랩(주),1*********,2025-03-19,57.6,C-,Y,회원
3258,주식회사 솔바로,1*********,2025-03-19,56,C-,N,회원
3257,(주)가교,3*********,2025-03-19,67.47,B-,N,회원
3256,주식회사 솜노브릿지,2*********,2025-03-19,53.67,D,Y,회원
3255,르망고 주식회사,2*********,2025-03-19,55.66,C-,Y,회원
3254,린드메이드,8*********,2025-03-19,38.87,D,N,회원
3253,어업회사법인주식회사삼진,5*********,2025-03-19,41.59,D,N,회원
3252,(주)하늘항공,6*********,2025-03-19,66.57,B-,N,회원
3251,크레이츠,4*********,2025-03-19,44.46,D,N,회원
3250,어코즈글로벌,2*********,2025-03-19,67.7,B-,N,회원
3249,굳수상우식품 주식회사,5*********,2025-03-19,72.6,B+,Y,회원
3248,헬스포미,2*********,2025-03-19,56.65,C-,Y,회원
3247,참사랑(주),5*********,2025-03-19,65.36,B-,Y,회원
3246,(주)샐러디,6*********,2025-03-19,61.98,C0,N,회원
3245,현대농기계,3*********,2025-03-19,57.06,C-,N,회원
3244,보니따연수,8*********,2025-03-19,49.48,D,Y,회원
3243,버터플라이,7*********,2025-03-18,64.14,C+,N,회원
3242,에떼드빌라,5*********,2025-03-18,58.57,C0,Y,회원
3241,메이징스토어,1*********,2025-03-18,69.28,B0,N,회원
3240,(주)디엔소프트,1*********,2025-03-18,55.99,C-,Y,회원
3239,(주)이노펀트,2*********,2025-03-18,47.85,D,N,회원
3238,미스터도리스튜디오,2*********,2025-03-18,57.45,C-,Y,회원
3237,모하비 스튜디오,8*********,2025-03-18,54.71,D,N,회원
3236,삼명엔지니어링(주),1*********,2025-03-18,48.99,D,N,회원
3235,(주)위드퍼,1*********,2025-03-18,68.51,B0,N,회원
3234,(주)청송퍼니처,5*********,2025-03-18,54.43,D,N,회원
3233,웰라운드 무역,8*********,2025-03-18,83.02,A+,N,회원
3232,(주)아이엔컴퍼니,7*********,2025-03-18,79.65,A0,N,회원
3231,(주)송호비발디양봉,8*********,2025-03-18,39.45,D,Y,회원
3230,제이라벨,1*********,2025-03-18,58.04,C0,Y,회원
3229,율리테크,3*********,2025-03-18,52.07,D,Y,회원
3228,(주)대창,2*********,2025-03-18,69.86,B0,Y,회원
3227,(주)엠케이코리아,7*********,2025-03-18,59.05,C0,N,회원
3226,에스에스(SS)테크마린,6*********,2025-03-18,64.16,C+,Y,회원
3225,애즈애즈,6*********,2025-03-18,60.53,C0,N,회원
3224,(주)두온에너지원,2*********,2025-03-18,60.62,C0,N,회원
3223,에이원유화(주),1*********,2025-03-18,68.93,B0,N,회원
3222,하하엔지니어링,3*********,2025-03-18,54.8,D,N,회원
3221,에이핀스튜디오,6*********,2025-03-18,66.99,B-,Y,회원
3220,에코아이디어스(주),1*********,2025-03-18,64.96,C+,Y,회원
3219,센서테크,1*********,2025-03-18,58.98,C0,N,회원
3218,주식회사 지와이생명과학,4*********,2025-03-18,78.67,A0,N,회원
3217,(주)세진엘리베이터,2*********,2025-03-18,58.02,C0,N,회원
3216,(주)베이크웨어핏,8*********,2025-03-18,54.94,D,N,회원
3215,(주)베이크웨어핏,8*********,2025-03-18,52.38,D,Y,회원
3214,(주)알오씨,1*********,2025-03-18,51.76,D,N,회원
3213,(주)휴닛,4*********,2025-03-18,44.02,D,N,회원
3212,(주)비비또,4*********,2025-03-18,54.33,D,N,회원
3211,(주)농경,3*********,2025-03-18,57.03,C-,Y,회원
3210,(주)에타폴,3*********,2025-03-18,54.79,D,Y,회원
3209,(주)에스알씨,1*********,2025-03-18,53,D,N,회원
3208,주식회사 개원산업 농업회사법인,6*********,2025-03-18,59.35,C0,N,회원
3207,더블유와이컴퍼니,7*********,2025-03-18,57.68,C-,N,회원
3206,(주)마이공사,2*********,2025-03-18,48.74,D,N,회원
3205,콘타밸로,6*********,2025-03-18,61.22,C0,Y,회원
3204,신라이앤티(주),6*********,2025-03-18,55.13,C-,Y,회원
3203,애니먼,8*********,2025-03-18,60,C0,N,회원
3202,주식회사메디이뮨,1*********,2025-03-18,49.14,D,N,회원
3201,(주)오성테크,1*********,2025-03-18,67.54,B-,Y,회원
3200,오션앤하베스트,2*********,2025-03-18,62.19,C+,N,회원
3199,"주식회사 닙스타 (Nibstar Co., Ltd.)",3*********,2025-03-18,83.72,A+,N,회원
3198,영월맛집 박가네,2*********,2025-03-18,54.26,D,N,회원
3197,영월먹거리협동조합,2*********,2025-03-18,58.55,C0,N,회원
3196,중앙식품(주),3*********,2025-03-18,55.18,C-,N,회원
3195,리드코스,2*********,2025-03-18,46.46,D,N,회원
3194,탐나라,2*********,2025-03-18,46.32,D,N,회원
3193,하베스터,7*********,2025-03-17,48.06,D,Y,회원
3192,비앤에스,2*********,2025-03-17,62.66,C+,N,회원
3191,티이엠티(주),5*********,2025-03-17,59.92,C0,N,회원
3190,코알그룹,4*********,2025-03-17,76.45,A-,N,회원
3189,마키나,8*********,2025-03-17,61.65,C0,Y,회원
3188,(주)중앙피앤씨,6*********,2025-03-17,53.09,D,N,회원
3187,(주)루시펫코리아,5*********,2025-03-17,60.45,C0,N,회원
3186,탐모라바이오농업회사법인(주),3*********,2025-03-17,55.74,C-,Y,회원
3185,따사로운무역,6*********,2025-03-17,54.75,D,N,회원
3184,강원퍼퓸알케미(주),5*********,2025-03-17,34.35,D,Y,회원
3183,평창꽃순이(주),2*********,2025-03-17,67.22,B-,N,회원
3182,(주)큐라에스,2*********,2025-03-17,68.16,B0,Y,회원
3181,디엔텍(주),3*********,2025-03-17,51.89,D,N,회원
3180,컴퍼니이오(주),4*********,2025-03-17,64.98,C+,Y,회원
3179,파인(주),4*********,2025-03-17,57.47,C-,N,회원
3178,(주)구스투스,6*********,2025-03-17,76.2,A-,N,회원
3177,정원진통상,1*********,2025-03-17,62.32,C+,Y,회원
3176,(주)에스웨이엠,7*********,2025-03-17,52.92,D,Y,회원
3175,(주)비오맘,4*********,2025-03-17,54.94,D,N,회원
3174,(주)크래프터,6*********,2025-03-17,67.7,B-,Y,회원
3173,(주)지에프팜호남,4*********,2025-03-17,64.3,C+,Y,회원
3172,(유)딸부잣집김부각,4*********,2025-03-17,50.23,D,Y,회원
3171,플라스티코스,2*********,2025-03-17,63.55,C+,N,회원
3170,(주)은성엔지니어링,3*********,2025-03-17,67.51,B-,N,회원
3169,(주)알에프씨,1*********,2025-03-17,39.54,D,N,회원
3168,주식회사 폴앤안나,1*********,2025-03-17,55.68,C-,Y,회원
3167,(주)벅수소금어업회사법인,2*********,2025-03-17,64.76,C+,Y,회원
3166,삼명엔지니어링(주),1*********,2025-03-17,46.75,D,N,회원
3165,(주)패치워크,4*********,2025-03-17,55.09,C-,Y,회원
3164,(주)대신에프에스,1*********,2025-03-17,65.62,B-,N,회원
3163,(주)맘씨생활건강,7*********,2025-03-17,62.88,C+,N,회원
3162,리프라우트 코리아,6*********,2025-03-17,66.97,B-,N,회원
3161,(주)아트스톤,4*********,2025-03-17,69.3,B0,Y,회원
3160,데코앤모어(DECORANDMORE),1*********,2025-03-17,64.38,C+,Y,회원
3159,사우디에셋주식회사,2*********,2025-03-17,65.41,B-,N,회원
3158,주식회사 소솜시,1*********,2025-03-17,51.45,D,N,회원
3157,휴먼중공업(주),6*********,2025-03-17,66.31,B-,N,회원
3156,에이치씨코퍼레이션 주식회사,6*********,2025-03-17,34.87,D,N,회원
3155,지운식품,6*********,2025-03-17,59.16,C0,N,회원
3154,(주)오뉴바이오,3*********,2025-03-17,71.71,B0,N,회원
3153,라테라피아,6*********,2025-03-17,51.71,D,N,회원
3152,클라시크,7*********,2025-03-17,47.01,D,N,회원
3151,주식회사 터치라인,4*********,2025-03-17,73.27,B+,Y,회원
3150,(주)지아이지기업,2*********,2025-03-17,54.9,D,N,회원
3149,(주)브이랩스,8*********,2025-03-17,60.11,C0,N,회원
3148,(주)호맥,8*********,2025-03-17,70.9,B0,Y,회원
3147,토브,6*********,2025-03-17,55.35,C-,Y,회원
3146,(주)언페일링프렌드,1*********,2025-03-17,63.68,C+,N,회원
3145,(주)오케이글로벌,5*********,2025-03-17,53.63,D,N,회원
3144,효원도예,6*********,2025-03-17,63.09,C+,N,회원
3143,(주)로얄헤리티지,6*********,2025-03-17,56.64,C-,Y,회원
3142,동이코리아(주),5*********,2025-03-17,45.95,D,N,회원
3141,(주)삼천리네트웍스,1*********,2025-03-17,75.35,A-,N,회원
3140,주식회사 디피니트,4*********,2025-03-17,52.02,D,N,회원
3139,(주)파인브이티,3*********,2025-03-17,77.53,A-,N,회원
3138,주식회사 그라운다이브,4*********,2025-03-17,56.63,C-,N,회원
3137,허니펌킨,5*********,2025-03-16,51.07,D,N,회원
3136,시스코,2*********,2025-03-16,67.25,B-,Y,회원
3135,야니앤토마,4*********,2025-03-15,47.32,D,Y,회원
3134,(주)시티캣,1*********,2025-03-15,60.64,C0,N,회원
3133,(주)바이오브릭스,5*********,2025-03-15,48.93,D,Y,회원
3132,루나루즈,5*********,2025-03-15,75.26,A-,Y,회원
3131,(주)비욘더스인터내셔널,3*********,2025-03-14,74.09,B+,Y,회원
3130,한국바이오뷰티산업협동조합,6*********,2025-03-14,77.74,A-,N,회원
3129,제이프로,2*********,2025-03-14,62.45,C+,N,회원
3128,주식회사품앗이민족농업회사법인,6*********,2025-03-14,45.22,D,N,회원
3127,(주)어니스트,8*********,2025-03-14,59.63,C0,N,회원
3126,(주)제이티하네스,8*********,2025-03-14,54.3,D,Y,회원
3125,금산삼사랑농원,3*********,2025-03-14,52.63,D,Y,회원
3124,나인브릿지,5*********,2025-03-14,67.25,B-,N,회원
3123,(주)더포스,2*********,2025-03-14,66.67,B-,Y,회원
3122,(주)수나비,5*********,2025-03-14,57.27,C-,Y,회원
3121,위드인벤처스(주),7*********,2025-03-14,68.29,B0,N,회원
3120,주식회사 악어에듀,4*********,2025-03-14,71.27,B0,N,회원
3119,(주)이지차저,3*********,2025-03-14,56.71,C-,N,회원
3118,(주)디깅,7*********,2025-03-14,66.42,B-,Y,회원
3117,어업회사법인농섬진강다슬기마을(주),4*********,2025-03-14,53.05,D,N,회원
3116,주식회사 지수씨,5*********,2025-03-14,54.43,D,Y,회원
3115,해덩이연구소,5*********,2025-03-14,60.82,C0,N,회원
3114,(주)캘리엠,1*********,2025-03-14,55.11,C-,Y,회원
3113,동성패키지,6*********,2025-03-14,61.04,C0,N,회원
3112,스파비알,5*********,2025-03-14,57.88,C-,N,회원
3111,포에이(ForA),8*********,2025-03-14,58.22,C0,Y,회원
3110,디로우즈,1*********,2025-03-14,54.75,D,N,회원
3109,아델랩,6*********,2025-03-14,61.83,C0,N,회원
3108,(주)자이언트코리아,1*********,2025-03-14,58.39,C0,N,회원
3107,영양제과(주),3*********,2025-03-14,69.62,B0,N,회원
3106,터치플랜,1*********,2025-03-14,71.56,B0,Y,회원
3105,장수식품,1*********,2025-03-14,53.94,D,Y,회원
3104,마이빅트리,2*********,2025-03-14,51.66,D,Y,회원
3103,컴퍼니탁,6*********,2025-03-14,68.23,B0,N,회원
3102,농업회사법인(주)햇빛,2*********,2025-03-14,52.31,D,Y,회원
3101,나무,7*********,2025-03-14,47.39,D,N,회원
3100,농업회사법인 (주)드레스푸드,8*********,2025-03-14,69.57,B0,N,회원
3099,(주)아랜디,2*********,2025-03-14,63.67,C+,N,회원
3098,주식회사 비트원,7*********,2025-03-14,49.3,D,N,회원
3097,(주)빌리어네어스토어즈,4*********,2025-03-14,69.82,B0,Y,회원
3096,(주)부경대학교어간장연구소,6*********,2025-03-14,52.29,D,N,회원
3095,(주)바오밥케어,3*********,2025-03-14,47.21,D,N,회원
3094,삼능메디칼,7*********,2025-03-14,37.31,D,N,회원
3093,(주)백천바이오텍,2*********,2025-03-14,29.83,D,N,회원
3092,코민인터내셔널,3*********,2025-03-14,50.52,D,N,회원
3091,중흥서림도어,2*********,2025-03-14,58.94,C0,N,회원
3090,(주)라온에이치앤씨,4*********,2025-03-14,68.77,B0,N,회원
3089,성일엔지니어링,1*********,2025-03-14,48.75,D,N,회원
3088,(주)메타컴,7*********,2025-03-13,66.09,B-,N,회원
3087,두메향한방꽃차 농업회사법인(주),2*********,2025-03-13,61.98,C0,N,회원
3086,(주)신비바이오,2*********,2025-03-13,52.17,D,N,회원
3085,키체스,2*********,2025-03-13,63.08,C+,Y,회원
3084,듀코무역,1*********,2025-03-13,57.27,C-,Y,회원
3083,(주)엠플레이그라운드,4*********,2025-03-13,52.7,D,N,회원
